rank,name,country,profits,headquarters,revenue,marketvalue,assets,ceo,industry,state
1891,Founder Securities,China,205.9,China,1018,8005,23848,Li Gao,Investment Services,
968,Franklin Resources,United States,673.5,California,6652,17967,17690,Gregory Johnson,Investment Services,California
1938,Fraser & Neave,Singapore,954,Singapore,1409,2266,3550,Lee Hsein Yang,Conglomerates,
1920,Frasers Centrepoint,Singapore,417.2,Singapore,2929,4296,22785,Panote Sirivadhanabhakdi,Investment Services,
387,Freddie Mac,United States,6340,Virginia,73514,858,2022483,Donald Layton,Investment Services,Virginia
406,Freeport-McMoRan,United States,2256,Arizona,17604,23572,36637,Richard Adkerson,Diversified Metals & Mining,Arizona
232,Fresenius,Germany,2100,Germany,39318,44086,65801,Stephan Sturm,Medical Equipment & Supplies,
1591,Fresnillo,Mexico,561.9,Mexico,2086,12953,4738,Octavio Alvidrez,Diversified Metals & Mining,
1516,Frontier Communications,United States,-1710,Connecticut,8971,724,24678,Daniel McCarthy,Telecommunications services,Connecticut
303,Fubon Financial,Taiwan,1779,Taiwan,26589,17813,232059,Yue Han,Investment Services,
467,Fujifilm Holdings,Japan,1577,Japan,21756,19988,31341,Shigetaka Komori,Consumer Electronics,
521,Fujitsu,Japan,1527.9,Japan,36978,12779,29351,Masami Yamamoto,Computer Hardware,
1511,Fukuoka Financial Group,Japan,-367.2,Japan,2075,4664,176504,Masaaki Tani,Regional Banks,
1316,Future Land Development Holdings,China,570.5,China,6112,4749,29085,Xiao Lv,Real Estate,
1973,Fuyo General Lease,Japan,198,Japan,5325,2274,22857,Takashi Sato,Rental & Leasing,
1402,GAIL India,India,502.3,India,7243,11483,9120,Bhuwan Tripathi,Natural Gas Utilities,
1084,GD Power Development,China,362.6,China,9110,8934,44384,Shu Feng,Electric Utilities,
787,GF Securities,China,1202,China,2912,17722,61643,Zhi Lin,Investment Services,
548,GFNorte,Mexico,1358.4,Mexico,9140,16128,76210,Jose Miguel,Regional Banks,
1064,GKN,United Kingdom,647.8,United Kingdom,12455,11068,11988,Anne Stevens,Auto & Truck Parts,
1910,GPT Group,Australia,972.8,Australia,543,6645,10135,Bob Johnston,Real Estate,
1819,GS Engineering,South Korea,95.3,South Korea,10896,2864,12794,Chang-Soo Huh,Construction Services,
1032,GS Holdings,South Korea,727.4,South Korea,14758,5463,20748,Chang-Soo Huh,Oil & Gas Operations,
832,Galaxy Entertainment,Hong Kong,1348,Hong Kong,8014,38224,10722,Che Lui,Casinos & Gaming,
805,Galp Energia,Portugal,712.6,Portugal,17837,16952,14964,Carlos Gomes da Silva,Oil & Gas Operations,
976,Gap,United States,848,California,15855,11364,7989,Art Peck,Apparel/Footwear Retail,California
647,Garanti Bank,Turkey,1655.7,Turkey,9507,8957,92869,Ali Erbil,Regional Banks,
1666,Garmin,Switzerland,586.5,Switzerland,3159,11177,4855,Clifton Pemble,Consumer Electronics,
327,Gas Natural Fenosa,Spain,1612.7,Spain,27184,26060,57729,Francisco Massanet,Natural Gas Utilities,
43,Gazprom,Russia,12245.9,Russia,112226,57835,316803,Alexei Miller,Oil & Gas Operations,
1521,Geberit,Switzerland,535.8,Switzerland,2955,16405,3841,Christian Buhl,Construction Materials,
933,Gecina,France,2138.1,France,799,12772,24143,Méka Brunel,Real Estate,
683,Geely Automobile Holdings,Hong Kong,1579.5,Hong Kong,13769,26925,13050,Sheng Gui,Auto & Truck Manufacturers,
1016,Gemdale,China,1066.3,China,5321,8075,35739,Ke Ling,Real Estate,
251,General Dynamics,United States,2948,Virginia,31067,60571,37219,Phebe Novakovic,Aerospace & Defense,Virginia
388,General Electric,United States,-7838,Massachusetts,121455,126806,358109,John Flannery,Conglomerates,Massachusetts
1050,General Growth Properties,United States,614.3,Illinois,2350,19781,23258,Sandeep Mathrani,Real Estate,Illinois
1624,General Insurance Corporation Of India,India,468.4,India,4620,8864,17183,Alice Vaidyan,Diversified Insurance,
499,General Mills,United States,2185.5,Minnesota,15657,25293,22241,Jeff Harmening,Food Processing,Minnesota
439,General Motors,United States,-3182,Michigan,144421,51994,218726,Mary Barra,Auto & Truck Manufacturers,Michigan
136,Generali Group,Italy,2379.9,Italy,93132,30846,647168,Philippe Donnet,Diversified Insurance,
1811,Genting,Malaysia,321.8,Malaysia,4656,8341,23223,Kok Lim,Casinos & Gaming,
928,Genuine Parts,United States,633.2,Georgia,16989,13409,12759,Paul Donahue,Specialty Stores,Georgia
904,Genworth Financial,United States,783,Virginia,8161,1537,103773,Thomas McInerney,Diversified Insurance,Virginia
718,George Weston,Canada,648.2,Canada,37582,10427,29976,Galen Weston Jr.,Food Retail,
197,Gilead Sciences,United States,3464,California,24783,86025,65381,John Milligan,Biotechs,California
1199,Givaudan,Switzerland,731.5,Switzerland,5132,21055,7500,Gilles Andrier,Household/Personal Care,
1653,Gjensidige Forsikring,Norway,486.2,Norway,3628,7913,19534,Helge Baastad,Property & Casualty Insurance,
226,GlaxoSmithKline,United Kingdom,1371.5,United Kingdom,39786,98558,78780,Emma Walmsley,Pharmaceuticals,
64,Glencore International,Switzerland,5757.8,Switzerland,205384,75479,135593,Ivan Glasenberg,Diversified Metals & Mining,
1387,Global Payments,United States,511,Georgia,3850,18528,12903,Jeffrey Sloan,Business & Personal Services,Georgia
1274,Goldcorp,Canada,555.6,Canada,3385,11996,21615,David Garofalo,Diversified Metals & Mining,
60,Goldman Sachs Group,United States,4863,New York,43690,91755,973535,Lloyd Blankfein,Investment Services,New York
1587,Goodman Group,Australia,585.6,Australia,1321,12338,10068,Gregory Goodman,Real Estate,
1434,Goodyear,United States,255,Ohio,15508,6125,17580,Richard Kramer,Auto & Truck Parts,Ohio
1828,Grand Industrial Holding,China,-47.9,China,14017,898,1204,Bo Jin,,
1076,Grasim Industries,India,419.7,India,7491,10744,31592,Larry Hutchison,Construction Materials,
1546,Great Eagle Holdings,Hong Kong,1131.5,Hong Kong,1160,3447,15479,Ka Shui Lo,Hotels & Motels,
803,Great Wall Motor,China,789,China,15200,13907,17406,Feng Wang,Auto & Truck Manufacturers,
294,Gree Electric Appliances,China,3616.6,China,23906,45110,34707,Hui Huang,Household Appliances,
341,Greenland Holdings Group,China,1486.2,China,44798,13946,138051,Jian Huang,Real Estate,
1547,Greentown China Holdings,China,245.1,China,6297,3176,36214,Zhou Cao,Real Estate,
1122,Grifols,Spain,785,Spain,5001,18667,13375,Victor Deu,Biotechs,
1976,Group 1 Automotive,United States,208,Texas,11472,1428,5058,Earl Hesterberg,Specialty Stores,Texas
770,Grupa PZU,Poland,771,Poland,8670,9728,90985,Pawel Surowka,Property & Casualty Insurance,
532,Grupo ACS,Spain,904.6,Spain,39363,13588,38282,Marcelino Verdes,Construction Services,
774,Grupo Aval,Colombia,694,Colombia,10273,9519,79781,Luís Angulo,Investment Services,
1345,Grupo Bimbo,Mexico,264.9,Mexico,14507,9737,13408,Daniel Servitje Montull,Food Processing,
1720,Grupo Bolivar,Colombia,359.1,Colombia,4703,1470,36650,José Cortés,Business & Personal Services,
1674,Grupo De Inversiones Suramericana,Colombia,425.6,Colombia,3955,7779,23246,David García,Investment Services,
1785,Grupo Galicia,Argentina,503,Argentina,3957,7110,18115,Pedro Richards,Regional Banks,
1073,Grupo Inbursa,Mexico,978.7,Mexico,4483,10356,28741,Javier Izquierdo,Regional Banks,
581,Grupo Mexico,Mexico,1681.2,Mexico,10199,22591,26700,Germán Mota-Velasco,Diversified Metals & Mining,
1695,Grupo Televisa,Mexico,208,Mexico,5126,11394,15855,Alfonso Noriega,Broadcasting & Cable,
1914,Grupo Zuliano,Venezuela,998.9,Venezuela,,139,,Guido Gómez,Diversified Chemicals,
1597,Guangdong Investment,Hong Kong,729.6,Hong Kong,1562,10527,8512,Yin Wen,Diversified Utilities,
973,Guangdong Wens Foodstuffs Group,China,1008.9,China,8441,18131,7991,Steven Lowy,Food Processing,
691,Guangzhou Automobile Group,China,1646,China,10819,18554,18832,Qing Zeng,Auto & Truck Manufacturers,
725,Guangzhou R&F,China,3254.9,China,8827,7775,45778,Li Zhang,Real Estate,
1092,Guangzhou Rural Commercial Bank,China,846.3,China,4583,6560,95108,Ji Wang,Regional Banks,
1494,Gudang Garam,Indonesia,577.2,Indonesia,6349,9683,4598,Susilo Wonowidjojo,Tobacco,
1620,Gunma Bank,Japan,255.9,Japan,1312,2623,75268,Kazuo Kibe,Regional Banks,
1608,Guoco Group,Hong Kong,864.4,Hong Kong,3923,4397,16444,Hong Tang,Investment Services,
1042,Guosen Securities,China,644.8,China,1404,13955,32558,Cheng He,Investment Services,
696,Guotai Junan Securities,China,1447,China,3740,24009,72201,Hong Shang,Major Banks,
1890,H Lundbeck,Denmark,397.9,Denmark,2613,13100,3222,Claus Braestrup,Pharmaceuticals,
583,H&M,Sweden,1797.2,Sweden,23710,26741,13070,Karl-Johan Persson,Apparel/Footwear Retail,
1024,HAL Trust,Monaco,440.5,Monaco,9081,14799,19502,Melchert Groot,Investment Services,
275,HCA Holdings,United States,2701,Tennessee,44414,35552,37299,R. Johnson,Healthcare Services,Tennessee
936,HCL Technologies,India,1352.8,India,7844,19282,7363,Shiv Nadar,Software & Programming,
1988,HCP,United States,-8,California,1835,11312,14068,Thomas Herzog,Real Estate,California
321,HDFC,India,2519.4,India,10684,47860,86275,Keki Mistry,Consumer Financial Services,
202,HDFC Bank,India,2871.3,India,15721,77596,169144,Aditya Puri,Regional Banks,
247,HP,United States,3853,California,54173,37276,35245,Dion Weisler,Computer Hardware,California
17,HSBC Holdings,United Kingdom,10750.3,United Kingdom,63169,200293,2652123,John Flint,Major Banks,
1590,Hachijuni Bank,Japan,233.2,Japan,1575,2529,87532,Yoshiyuki Yamaura,Regional Banks,
1108,Hainan Airlines,China,582.7,China,9381,,29643,Jian Sun,Airline,
730,Haitong Securities,China,1224,China,4190,19415,91068,Qiu Qu,Investment Services,
1961,Hakuhodo DY Holdings,Japan,263.1,Japan,11738,5297,6574,Hirokazu Toda,Advertising,
873,Halkbank,Turkey,1144.3,Turkey,7659,2195,82276,Recep Özdil,Regional Banks,
743,Halliburton,United States,-385,Texas,22081,45796,25191,Jeffrey Miller,Oil Services & Equipment,Texas
1595,Halyk Bank,Kazakhstan,531.4,Kazakhstan,2370,3551,26623,Umut Shayakhmetova,Regional Banks,
436,Hana Financial Group,South Korea,1982,South Korea,12322,12972,336359,Jung-Tai Kim,Regional Banks,
1501,Hang Lung Group,Hong Kong,681.9,Hong Kong,1584,4258,25046,Nan Chen,Real Estate,
1115,Hankyu Hanshin Holdings,Japan,635.4,Japan,6603,9699,21199,Kazuo Sumi,Railroads,
1760,Hanwa,Japan,156.6,Japan,16161,1884,8105,Shuji Kita,Diversified Metals & Mining,
851,Hanwha,South Korea,359,South Korea,44586,2882,149638,Yeon-Chul Kim,Trading Companies,
1420,Hanwha Chemical,South Korea,729.5,South Korea,8263,4469,12750,Chang-Bum Kim,Diversified Chemicals,
1154,Harbin Bank,China,776.7,China,4386,3040,86649,Shu Gao,Major Banks,
1821,Harel Insurance Investments & Financial Services,Israel,190.2,Israel,5119,1570,29910,Yair Hamburger,Diversified Insurance,
1191,Harris,United States,639,Florida,6058,18599,10070,Bill Brown,Communications Equipment,Florida
656,Hartford Financial Services,United States,283,Connecticut,18482,18824,216666,Christopher Swift,Diversified Insurance,Connecticut
1647,Haseko,Japan,652.2,Japan,7338,4663,6472,Ikuo Oguri,Construction Services,
496,HeidelbergCement,Germany,1035,Germany,19475,18954,42526,Bernd Scheifele,Construction Materials,
1938,Heilan Home,China,520.5,China,2817,9398,4376,Dong Gu,Apparel/Footwear Retail,
390,Heineken Holding,Netherlands,1102,Netherlands,24688,28450,51243,Jean-François van Boxmeer,Beverages,
1803,Hella Kgaa Hueck &,Germany,429.4,Germany,8009,7166,6935,Sang-Gyu Park,Auto & Truck Parts,
1736,Hellenic Petroleum,Greece,479.4,Greece,9022,2919,8598,Efsthathios Tsotsoros,Oil & Gas Operations,
1095,Helvetia Holding,Switzerland,411.8,Switzerland,9844,5888,59986,Philipp Gmür,Diversified Insurance,
607,Henderson Land,Hong Kong,3905.3,Hong Kong,3248,25868,52651,Shau Lee,Real Estate,
1755,Hengan International Group,China,561.8,China,2936,10642,5973,Man Sze,Household/Personal Care,
1833,Hengli Petrochemical,China,382.7,China,4456,13169,11762,Hong Fan,Other Industrial Equipment,
293,Henkel,Germany,2880.6,Germany,23139,54101,36203,Hans Bylen,Household/Personal Care,
1275,Henry Schein,United States,423.4,New York,12759,11235,7915,Stanley Bergman,Medical Equipment & Supplies,New York
844,Hermès International,France,1377.8,France,6259,72650,8127,Henri-Louis Bauer,Apparel/Accessories,
1583,Hero Motocorp,India,577.1,India,5035,10732,2667,Pawan Munjal,Recreational Products,
995,Hershey,United States,1008.1,Pennsylvania,7608,18836,7333,Michele Buck,Food Processing,Pennsylvania
1519,Hertz Global Holdings,United States,349,Florida,8950,1486,22321,Kathryn Marinello,Rental & Leasing,Florida
1238,Hess,United States,-3856,New York,5571,19321,22072,John Hess,Oil & Gas Operations,New York
1212,Hesteel,China,232.5,China,15862,5498,30557,Lanyu Wang,Iron & Steel,
316,Hewlett Packard Enterprise,United States,1513,California,31158,27445,61619,Antonio Neri,Computer Hardware,California
1255,Hexagon,Sweden,851.9,Sweden,4105,19907,10546,Ola Rollén,Other Industrial Equipment,
835,Hikvision,China,1470.6,China,6617,58238,7980,Yang Hu,Electronics,
775,Hilton,United States,1346,Virginia,9053,25088,14260,Christopher Nassetta,Hotels & Motels,Virginia
1186,Hindalco Industries,India,283.3,India,14940,8087,23717,Satish Pai,Aluminum,
951,Hindustan Petroleum,India,1228.2,India,27933,7202,12503,Mukesh Surana,Oil & Gas Operations,
1601,Hiroshima Bank,Japan,251.5,Japan,1096,2410,82590,Isao Sumihiro,Regional Banks,
149,Hitachi,Japan,3275.1,Japan,84530,38516,95032,Gab-Han Yoon,Electronics,
1231,Hna Technology,China,118,China,48093,,17870,Hai Gui,Other Transportation,
1917,Hokkaido Electric Power,Japan,149.3,Japan,6614,1456,18015,Yoshitaka Sato,Electric Utilities,
1795,Hokkoku Bank,Japan,91.7,Japan,601,1188,44879,Tateki Ataka,Regional Banks,
1543,Hokuhoku Financial Group,Japan,191.2,Japan,1573,1966,122203,Eishin Ihori,Regional Banks,
917,HollyFrontier,United States,1112.7,Texas,15294,11938,10912,George Damiris,Oil & Gas Operations,Texas
121,Home Depot,United States,8630,Georgia,100904,219374,44529,Mark Hurd,Home Improvement Retail,Georgia
105,Hon Hai Precision,Taiwan,4560.2,Taiwan,154711,49490,114496,Terry Gou,Electronics,
58,Honda Motor,Japan,9558,Japan,138598,58905,181938,Takahiro Hachigo,Auto & Truck Manufacturers,
210,Honeywell International,United States,1767,New Jersey,41434,110068,60948,Darius Adamczyk,Conglomerates,New Jersey
756,Hong Kong Exchanges,Hong Kong,1056.4,Hong Kong,1829,41281,39205,Xiao Li,Investment Services,
1568,Hong Leong Financial,Malaysia,378.7,Malaysia,2003,5494,56173,Kong Tan,Investment Services,
1579,Hopson Development Holdings,Hong Kong,743.8,Hong Kong,1798,2294,19676,Mang Chu,Real Estate,
958,Hormel Foods,United States,914.7,Minnesota,9219,19201,7859,James Snee,Food Processing,Minnesota
1238,Host Hotels & Resorts,United States,659,Maryland,5385,15368,12064,James Risoleo,Real Estate,Maryland
1166,Hoya,Japan,897.7,Japan,4833,21555,6118,Hiroshi Suzuki,Electronics,
1458,Hua Nan Financial,Taiwan,395,Taiwan,2231,6626,86477,Pau-Chu Lo,Consumer Financial Services,
1283,Huadian Power International,China,65,China,11624,5548,34347,Hong Tian,Electric Utilities,
1701,Huaneng Lancang River Hydropower,China,324,China,1857,9491,25077,,Electric Utilities,
745,Huaneng Power International,China,361,China,23710,13633,60809,Pei Cao,Electric Utilities,
736,Huatai Securities,China,1490,China,3149,19569,63538,Yi Yu,Investment Services,
289,Huaxia Bank,China,2998,China,18673,17206,404355,Yan Cheng,Major Banks,
1691,Hubei Biocause Pharmaceutical,China,234.6,China,6787,6076,23667,Yunhua Xiao,,
900,Huishang Bank,China,1127.2,China,6201,5377,139450,Yu Yang,Major Banks,
306,Humana,United States,1824,Kentucky,54284,39201,33453,Bruce Broussard,Managed Health Care,Kentucky
1266,Hunan Valin Steel,China,806.8,China,11771,3937,12110,Hui Cao,Iron & Steel,
712,Huntington Bancshares,United States,1303.9,Ohio,4874,16670,104246,Steve Steinour,Regional Banks,Ohio
1452,Huntington Ingalls Industries,United States,516,Virginia,7591,9798,6376,Mike Petters,Aerospace & Defense,Virginia
1322,Huntsman,United States,834,Texas,9283,7560,10703,Peter Huntsman,Diversified Chemicals,Texas
721,Husky Energy,Canada,750.3,Canada,15424,14363,25819,Robert Peabody,Oil & Gas Operations,
1750,Hyakugo Bank,Japan,106.5,Japan,773,1183,50866,Tsuyoshi Ueda,Regional Banks,
1808,Hyakujushi Bank,Japan,78.5,Japan,643,990,43117,Tomoki Watanabe,Regional Banks,
1806,Hyatt Hotels,United States,590,Illinois,4404,9526,7987,Mark Hoplamazian,Hotels & Motels,Illinois
1456,Hydro One,Canada,520.8,Canada,4615,9188,20512,Mayo Schmidt,Electric Utilities,
1740,Hyosung,South Korea,210.1,South Korea,11497,4278,13577,Hyun-Joon Cho,Diversified Metals & Mining,
1450,Hyundai Engineering,South Korea,248.1,South Korea,14658,6712,17217,Soo-Hyun Jung,Construction Services,
1472,Hyundai Glovis,South Korea,493.7,South Korea,14517,5506,7906,Jung-Hoon Kim,Other Transportation,
1182,Hyundai Heavy Industries,South Korea,-554.3,South Korea,12334,8272,28405,Hwan-Goo Kang,Heavy Equipment,
1137,Hyundai Marine & Fire,South Korea,411,South Korea,11673,3182,36875,Cheol-Young Lee,Property & Casualty Insurance,
443,Hyundai Mobis,South Korea,1146.2,South Korea,30666,20989,39615,Mong-Koo Chung,Auto & Truck Parts,
147,Hyundai Motor,South Korea,3033,South Korea,85908,31567,164714,Mong-Koo Chung,Auto & Truck Manufacturers,
923,Hyundai Steel,South Korea,499.4,South Korea,17441,8041,31174,Hak-Seo Kang,Iron & Steel,
67,IBM,United States,5682,New York,80057,132316,125285,Virginia Rometty,Computer Services,New York
1589,ICA Gruppen,Sweden,443.2,Sweden,13024,6472,9502,Per Torsten,Food Retail,
1,ICBC,China,43669.4,China,165338,311014,4210927,Hui Yi,Major Banks,
320,ICICI Bank,India,1196.3,India,18455,29721,172378,Ranganath Athreya,Regional Banks,
1618,IDBI Bank,India,-748,India,4774,3075,55807,Mahesh Jain,Regional Banks,
1878,IDEXX Laboratories,United States,283.6,Maine,2045,18407,1469,Jonathan W. Ayers,Medical Equipment & Supplies,Maine
1542,IHI,Japan,74.8,Japan,14349,5595,15361,Tsugio Mitsuoka,Heavy Equipment,
56,ING Group,Netherlands,5532.5,Netherlands,56579,62210,1016136,Ralph Hamers,Major Banks,
1555,INTL FCStone,United States,4.8,New York,32314,883,7204,Sean O'Connor,Regional Banks,New York
1926,IPG Photonics,United States,379,Massachusetts,1483,13502,2498,Valentin Gapontsev,Semiconductors,Massachusetts
